b'Date,Open,High,Low,Close,Volume,Adj Close
2010-07-01,445.290741,497.500854,433.630737,484.85083,6830500,242.183243
2010-06-01,480.430817,509.250854,444.720764,444.950775,5791100,222.253128
2010-05-03,526.500916,532.920898,460.000793,485.630829,8477100,242.572845
2010-04-01,571.350952,597.841064,521.030884,525.700867,7216900,262.58786
2010-03-01,529.200867,588.281006,527.740906,567.120972,7576400,283.277222
2010-02-01,534.600952,547.500916,520.000854,526.800903,5714200,263.137329
2010-01-04,626.951111,629.511047,525.610901,529.940918,9851500,264.70575
2009-12-01,588.130981,625.991089,579.18103,619.981079,4000300,309.680847
2009-11-02,537.080933,587.061035,528.240906,583.000977,4279000,291.20929
2009-10-01,493.000854,561.640991,482.60083,536.120911,7358500,267.792664
2009-09-01,459.680786,507.000885,452.590759,495.850861,5183100,247.67775
2009-08-03,448.740784,474.35083,438.56076,461.670807,4846200,230.604797
2009-07-01,424.200745,452.700775,395.980682,443.050751,6923700,221.304077
2009-06-01,418.730713,447.340759,401.890686,421.590729,6666100,210.584778
2009-05-01,395.030701,417.230713,384.690674,417.230713,5990600,208.406952
2009-04-01,343.780609,403.750702,340.610565,395.970703,8812600,197.787552
2009-03-02,333.330566,359.160614,289.45047,348.060608,10733600,173.856445
2009-02-02,334.290588,381.000641,329.550568,337.990601,12362400,168.826477
2009-01-02,308.600525,352.330597,282.750488,338.530579,11498100,169.096191
2008-12-01,286.680481,329.500549,262.580444,307.650543,10575200,153.6716
2008-11-03,357.580627,372.360626,247.30043,292.96051,16968300,146.333923
2008-10-01,411.150696,416.980713,309.440552,359.360626,18042800,179.500809
2008-09-02,476.770813,482.180817,380.710663,400.520691,13112100,200.060287
2008-08-01,472.510834,510.660889,461.900787,463.290802,6946000,231.413986
2008-07-01,519.580933,555.680969,465.6008,473.750793,9759100,236.638763
2008-06-02,582.501038,588.041016,515.090881,526.420898,9325100,262.94751
2008-05-01,578.310974,602.45105,537.810913,585.801025,10310500,292.60791
2008-04-01,447.740753,584.860962,441.000763,574.290955,13773800,286.858643
2008-03-03,471.510803,472.720795,412.110718,440.470734,15062300,220.01535
2008-02-01,528.670898,541.040894,446.850769,471.180817,18730900,235.355057
2008-01-02,692.871216,697.371216,519.000916,564.300964,16505400,281.868622
2007-12-03,691.01123,724.80127,652.50116,691.481201,8801700,345.395203
2007-11-01,702.791199,747.241333,616.021057,693.001221,17146800,346.154449
2007-10-01,569.971008,707.00116,569.610962,707.00116,14168200,353.147461
2007-09-04,515.020874,571.790955,510.88089,567.270996,7612800,283.352142
2007-08-01,510.500854,526.820923,480.460815,515.250854,8001800,257.368073
2007-07-02,525.490906,558.580994,498.880859,510.000854,11557400,254.745682
2007-06-01,501.000854,534.990906,497.590851,522.700867,12707200,261.089355
2007-05-01,472.190826,508.780884,457.410767,497.910858,9901000,248.706726
2007-04-02,457.760773,492.500854,452.120789,471.380798,9696000,235.454956
2007-03-01,442.670776,466.000793,437.000763,458.160797,11086400,228.851547
2007-02-01,506.000885,506.010864,443.040771,449.450775,12884400,224.500885
2007-01-03,466.000793,513.000854,461.110779,501.500885,13730500,250.499939
2006-12-01,485.980835,492.400848,452.340759,460.480804,9457500,230.010391
2006-11-01,478.760834,513.000854,465.060822,484.810822,11855300,242.163254
2006-10-02,401.900696,491.960846,398.190674,476.390839,15037800,237.957458
2006-09-01,380.990662,418.690704,376.720642,401.900696,12532900,200.749588
2006-08-01,385.110657,390.000671,363.360626,378.53067,9595000,189.076248
2006-07-03,420.04071,427.890717,377.690643,386.600677,13261100,193.107224
2006-06-01,373.540649,419.330719,371.600616,419.330719,13563100,209.455902
2006-05-01,418.470703,419.440735,360.570618,371.820618,16782600,185.724594
2006-04-03,389.53067,450.720764,387.930664,417.940704,20363900,208.761597
2006-03-01,368.560638,399.000702,331.550568,390.000671,29962600,194.805527
2006-02-01,389.03067,406.500702,337.830566,362.620636,35602500,181.129181
2006-01-03,422.520721,475.110809,394.740662,432.660736,32230800,216.114258
2005-12-01,409.200684,446.210754,399.010681,414.860718,19727700,207.223145
2005-11-01,371.860626,431.240723,369.01062,404.910706,21725100,202.253098
2005-10-03,313.630554,374.750641,290.680511,372.140625,19817200,185.88443
2005-09-01,285.910492,320.950562,285.000488,316.460541,17140500,158.072205
2005-08-01,288.120514,299.72052,273.350494,286.000488,12918200,142.857391
2005-07-01,295.040497,317.800537,286.990479,287.760498,21411000,143.736511
2005-06-01,283.20047,309.250519,267.43045,294.150513,36873500,146.928329
2005-05-02,222.050385,278.400482,220.210373,277.270477,26384600,138.49675
2005-04-01,181.760315,224.740387,179.840302,220.000381,22547100,109.890297
2005-03-01,189.290329,189.850327,172.570297,180.510315,16307800,90.164993
2005-02-01,194.380341,216.800369,181.000305,187.990311,35229100,93.90126
2005-01-03,197.40033,205.300354,176.290298,195.620346,21556500,97.712456
2004-12-01,181.950317,199.880356,168.470291,192.790329,13962100,96.298866
2004-11-01,193.550339,201.600342,161.310272,181.980316,27272600,90.899261
2004-10-01,130.800217,199.950348,128.900223,190.64032,26597300,95.224937
2004-09-01,102.700172,135.020233,98.94017,129.60022,10825000,64.735374
2004-08-19,100.000168,113.480194,95.960167,102.370178,15464700,51.133953
'
